1,2,15291.340999999997
1,3,20833.43800000001
1,4,20679.494000000017
1,5,15438.274999999998
1,6,35459.88400000003
1,7,27020.285000000007
1,8,31450.654999999944
1,9,27005.093000000008
1,10,19958.49100000001
1,11,18255.349
1,12,15014.822
1,13,19202.66300000001
1,14,18749.40500000002
1,15,16790.980000000007
1,16,21958.45999999998
1,17,22739.80699999999
1,18,17574.737
1,19,29402.703999999972
1,20,26008.538999999982
1,21,26635.729999999978
1,22,32175.507999999958
1,23,32373.404999999973
1,24,26203.60500000001
1,25,29868.899999999994
1,26,31433.577000000005
1,27,30790.46099999999
1,28,33275.179000000004
1,29,9327.832
1,30,14349.534000000003
1,31,20202.814999999984
1,32,21754.56500000002
1,33,20669.88600000002
1,34,27096.014999999978
1,35,29377.674999999956
1,36,38582.96499999999
1,37,42789.30999999998
1,38,11828.36700000001
1,39,9206.380000000006
1,40,47694.11199999999
1,41,19920.812
1,42,13553.598000000009
1,43,22532.774000000005
1,44,34002.465000000026
1,45,24350.39200000001
1,46,20078.02500000002
1,47,9466.310000000001
1,48,33314.62200000001
1,49,19076.565000000028
1,50,17539.30200000001
1,51,17020.252000000004
1,52,26291.821999999982
1,53,29478.33599999999
1,54,35950.22399999999
1,55,18283.116000000005
1,56,14531.431999999986
1,57,17490.10700000001
1,58,15891.041000000001
1,59,4822.748000000001
1,60,19937.038000000026
1,61,20503.863000000023
1,62,26073.313000000016
1,63,18416.256999999987
1,64,19403.099000000006
1,65,16810.27299999999
1,66,21214.398000000016
1,67,15863.240000000002
1,68,10324.665
1,69,1961.7679999999998
1,70,4339.405
1,71,5146.111
1,72,33538.42100000003
1,73,24359.716999999997
1,74,22567.871000000003
1,75,19838.27799999999
1,76,16306.356999999995
1,77,14356.53900000002
1,78,20662.67700000001
1,79,6903.654999999998
1,80,7608.779999999996
1,81,8420.502999999997
1,82,25517.287000000004
1,83,7755.857000000003
1,84,27676.718000000004
1,85,20785.130000000026
1,86,18263.377999999997
1,87,16794.788999999997
1,88,15866.436000000002
1,89,23294.772999999986
1,90,13951.385
1,91,7177.247999999997
1,92,2885.373
1,93,33248.73300000003
1,94,26732.21800000002
1,95,9343.754000000004
1,96,8363.488000000001
1,97,18524.544000000016
1,98,29352.013000000003
1,99,26069.97100000001
1,100,19704.698000000004
1,101,10703.059000000005
1,102,16223.949
1,103,30360.521999999994
1,104,4461.434999999999
1,105,17464.47799999999
1,106,3823.7959999999994
1,107,13231.120000000006
1,108,31062.29999999997
1,109,12061.468000000004
1,110,18068.142999999985
1,111,11232.206999999995
1,112,12217.932000000006
1,113,14043.847999999994
1,114,27646.574999999957
1,115,24940.989999999983
1,116,24904.422999999988
